Method,ASSERT,B,BRANCH,CALL,CALLED,CALLEDp,CALLEDt,CAST,CAUGHT,CDENS,CLOC,CogC,COM_RAT,CONTROL,D,E,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),JLOC,LOC,LOOP,LOOP_NEST,N,n,NBD,NCLOC,NP,NTP,NULL,OVER,QCP_CRCT,QCP_MAINT,QCP_RLBTY,RETURN,RLOC,STAT,TCOM_RAT,THROWS,TODO,V,v(G)
com.naman14.timber.utils.PreferencesUtility.setArtistSongSortOrder(String),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,2,31,1,1,4,0,n/a,1,0,3,0,0,6,6,0,3,1,0,0,n/a,5,21,10,1,1.46%,1,0.00%,0,0,15,1
com.naman14.timber.utils.PreferencesUtility.setArtistSortOrder(String),0,0,0,1,4,4,0,0,0,0.00%,0,0,0.00%,0,2,31,1,1,4,0,n/a,1,0,3,0,0,6,6,0,3,1,0,0,n/a,5,21,10,1,1.46%,1,0.00%,0,0,15,1
com.naman14.timber.utils.PreferencesUtility.setArtistsInGrid(boolean),0,0,0,3,2,2,0,0,0,0.00%,0,0,0.00%,0,4,196,1,3,11,0,n/a,1,0,5,0,0,13,11,0,5,1,0,0,n/a,9,44,19,1,2.44%,3,0.00%,0,0,44,1
com.naman14.timber.utils.PreferencesUtility.setFullUnlocked(boolean),0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,4,196,1,3,11,0,n/a,1,0,5,0,0,13,11,0,5,1,0,0,n/a,9,44,19,1,2.44%,3,0.00%,0,0,44,1
com.naman14.timber.utils.PreferencesUtility.setLastAddedCutoff(long),0,0,0,3,1,1,0,0,0,0.00%,1,0,25.00%,0,3,85,1,1,9,0,n/a,1,1,4,0,0,9,9,0,3,1,0,0,n/a,6,30,13,1,1.95%,1,33.33%,0,0,28,1
com.naman14.timber.utils.PreferencesUtility.setLastOpenedAsStartPagePreference(boolean),0,0,0,3,4,4,0,0,0,0.00%,0,0,0.00%,0,4,181,1,3,11,0,n/a,1,0,5,0,0,12,11,0,5,1,0,0,n/a,9,41,18,1,2.44%,3,0.00%,0,0,41,1
com.naman14.timber.utils.PreferencesUtility.setNowPlayingThemeChanged(boolean),0,0,0,3,2,2,0,0,0,0.00%,0,0,0.00%,0,4,196,1,3,11,0,n/a,1,0,5,0,0,13,11,0,5,1,0,0,n/a,9,44,19,1,2.44%,3,0.00%,0,0,44,1
com.naman14.timber.utils.PreferencesUtility.setOnSharedPreferenceChangeListener(OnSharedPreferenceChangeListener),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,4,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,n/a,4,18,9,1,1.46%,1,0.00%,0,0,11,1
com.naman14.timber.utils.PreferencesUtility.setPlaylistView(int),0,0,0,3,3,3,0,0,0,0.00%,0,0,0.00%,0,4,196,1,3,11,0,n/a,1,0,5,0,0,13,11,0,5,1,0,0,n/a,9,44,19,1,2.44%,3,0.00%,0,0,44,1
com.naman14.timber.utils.PreferencesUtility.setSongSortOrder(String),0,0,0,1,6,6,0,0,0,0.00%,0,0,0.00%,0,2,31,1,1,4,0,n/a,1,0,3,0,0,6,6,0,3,1,0,0,n/a,5,21,10,1,1.46%,1,0.00%,0,0,15,1
"com.naman14.timber.utils.PreferencesUtility.setSortOrder(String, String)",0,0,0,3,6,6,0,0,0,0.00%,0,0,0.00%,0,3,161,1,3,11,0,n/a,1,0,5,0,0,13,10,0,5,2,0,0,n/a,8,44,19,1,2.44%,3,0.00%,0,0,43,1
com.naman14.timber.utils.PreferencesUtility.setStartPageIndex(int),0,0,0,3,4,4,0,0,0,0.00%,0,0,0.00%,0,4,196,1,3,11,0,n/a,1,0,5,0,0,13,11,0,5,1,0,0,n/a,9,44,19,1,2.44%,3,0.00%,0,0,44,1
com.naman14.timber.utils.PreferencesUtility.setToggleShowAutoPlaylist(boolean),0,0,0,3,2,2,0,0,0,0.00%,0,0,0.00%,0,4,196,1,3,11,0,n/a,1,0,5,0,0,13,11,0,5,1,0,0,n/a,9,44,19,1,2.44%,3,0.00%,0,0,44,1
com.naman14.timber.utils.PreferencesUtility.showAutoPlaylist(),0,0,0,1,3,3,0,0,0,0.00%,0,0,0.00%,0,2,39,1,1,5,0,n/a,1,0,3,0,0,7,7,0,3,0,0,0,n/a,5,24,11,1,1.46%,1,0.00%,0,0,19,1
com.naman14.timber.utils.PreferencesUtility.storeLastFolder(String),0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,3,99,1,3,11,0,n/a,1,0,5,0,0,10,9,0,5,1,0,0,n/a,8,35,16,1,2.44%,3,0.00%,0,0,31,1
com.naman14.timber.utils.PreferencesUtility.updateService(Bundle),0,0,0,5,4,4,0,0,0,16.67%,0,1,0.00%,1,10,798,2,5,20,1,n/a,1,0,7,0,0,19,16,0,7,1,0,0,n/a,20,68,33,2,3.41%,6,0.00%,0,0,76,2
com.naman14.timber.utils.SlideTrackSwitcher.SlideTrackSwitcher(),0,0,0,0,2,2,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,2,0,0,1,1,0,2,0,0,0,n/a,2,5,4,1,2.60%,0,0.00%,0,0,0,1
com.naman14.timber.utils.SlideTrackSwitcher.SwipeListener.onDoubleTap(MotionEvent),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,2,23,1,2,4,0,n/a,1,0,5,0,0,5,5,0,5,1,0,0,0,6,19,10,1,11.11%,2,0.00%,0,0,11,1
com.naman14.timber.utils.SlideTrackSwitcher.SwipeListener.onDown(MotionEvent),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,4,0,0,4,4,0,4,1,0,0,0,4,15,8,1,8.89%,1,0.00%,0,0,8,1
"com.naman14.timber.utils.SlideTrackSwitcher.SwipeListener.onFling(MotionEvent, MotionEvent, float, float)",0,0,0,15,0,0,0,0,1,35.29%,0,14,0.00%,6,18,"6,302",1,11,74,3,n/a,9,0,29,0,0,69,32,4,29,4,0,0,0,47,240,112,1,64.44%,17,0.00%,0,0,345,9
com.naman14.timber.utils.SlideTrackSwitcher.SwipeListener.onSingleTapConfirmed(MotionEvent),0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,3,58,1,2,6,0,n/a,1,0,5,0,0,7,7,0,5,1,0,0,0,7,25,12,1,11.11%,2,0.00%,0,0,19,1
com.naman14.timber.utils.SlideTrackSwitcher.attach(View),0,0,0,4,2,2,0,0,0,0.00%,0,0,0.00%,0,5,190,1,3,14,0,n/a,1,0,5,0,0,12,9,0,5,1,0,0,0,10,41,18,1,6.49%,3,0.00%,0,0,38,1
com.naman14.timber.utils.SlideTrackSwitcher.onClick(),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,2,0,0,2,2,0,2,0,0,0,1,2,8,5,1,2.60%,0,0.00%,0,0,2,1
com.naman14.timber.utils.SlideTrackSwitcher.onSwipeBottom(),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,2,0,0,2,2,0,2,0,0,0,1,2,8,5,1,2.60%,0,0.00%,0,0,2,1
com.naman14.timber.utils.SlideTrackSwitcher.onSwipeLeft(),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,1,3,0,n/a,1,0,3,0,0,3,3,0,3,0,0,0,0,3,12,7,1,3.90%,1,0.00%,0,0,4,1
com.naman14.timber.utils.SlideTrackSwitcher.onSwipeRight(),0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,2,31,1,1,7,0,n/a,1,0,3,0,0,6,6,0,3,0,0,0,0,5,21,10,1,3.90%,1,0.00%,0,0,15,1
com.naman14.timber.utils.SlideTrackSwitcher.onSwipeTop(),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,2,0,0,2,2,0,2,0,0,0,0,2,8,5,1,2.60%,0,0.00%,0,0,2,1
"com.naman14.timber.utils.SlideTrackSwitcher.onTouch(View, MotionEvent)",0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,2,31,1,1,4,0,n/a,1,0,4,0,0,6,6,0,4,2,0,0,0,5,21,10,1,5.19%,1,0.00%,0,0,15,1
com.naman14.timber.utils.SortOrder.SortOrder(),0,0,0,0,0,0,0,0,0,0.00%,3,0,60.00%,0,0,0,1,0,0,0,n/a,1,3,5,0,0,1,1,0,2,0,0,0,n/a,2,5,4,1,4.31%,0,150.00%,0,0,0,1
com.naman14.timber.utils.TimberUtils.IdType.IdType(int),0,0,0,0,4,4,0,0,0,0.00%,0,0,0.00%,0,1,8,1,1,3,0,n/a,1,0,3,0,0,4,4,0,3,1,0,0,n/a,4,15,8,1,16.67%,1,0.00%,0,0,8,1
com.naman14.timber.utils.TimberUtils.IdType.getTypeById(int),0,0,0,2,4,4,0,0,0,50.00%,0,3,0.00%,2,8,547,3,2,11,1,n/a,1,0,8,1,1,17,15,2,8,1,0,0,n/a,18,63,34,1,44.44%,4,0.00%,0,0,66,3
"com.naman14.timber.utils.TimberUtils.PlaylistType.PlaylistType(long, int)",0,0,0,0,3,3,0,0,0,0.00%,0,0,0.00%,0,1,15,1,2,6,0,n/a,1,0,4,0,0,6,6,0,4,2,0,0,n/a,5,22,11,1,21.05%,2,0.00%,0,0,15,1
com.naman14.timber.utils.TimberUtils.PlaylistType.getTypeById(long),0,0,0,1,0,0,0,0,0,50.00%,0,3,0.00%,2,5,250,3,2,9,1,n/a,1,0,8,1,1,14,12,2,8,1,0,0,n/a,15,54,31,2,42.11%,4,0.00%,0,0,50,3
com.naman14.timber.utils.TimberUtils.clearLastAdded(Context),0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,9,0,n/a,1,0,4,0,0,7,7,0,4,1,0,0,n/a,6,24,11,1,1.32%,1,0.00%,0,0,19,1
com.naman14.timber.utils.TimberUtils.clearRecent(Context),0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,6,0,n/a,1,0,3,0,0,6,6,0,3,1,0,0,n/a,5,21,10,1,0.99%,1,0.00%,0,0,15,1
com.naman14.timber.utils.TimberUtils.clearTopTracks(Context),0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,6,0,n/a,1,0,3,0,0,6,6,0,3,1,0,0,n/a,5,21,10,1,0.99%,1,0.00%,0,0,15,1
com.naman14.timber.utils.TimberUtils.createEffectsIntent(),0,0,0,3,2,2,0,0,0,0.00%,0,0,0.00%,0,4,170,1,3,12,0,n/a,1,0,5,0,0,11,10,0,5,0,0,0,n/a,9,38,17,1,1.65%,3,0.00%,0,0,36,1
"com.naman14.timber.utils.TimberUtils.deleteTracks(Context, long[])",0,0,0,36,2,2,0,0,1,20.59%,10,14,17.86%,7,54,"45,673",1,27,169,2,n/a,8,0,56,3,1,137,69,4,47,2,0,1,n/a,102,463,200,1,18.48%,34,19.15%,0,0,836,8
com.naman14.timber.utils.TimberUtils.getActionBarHeight(Context),0,0,0,6,0,0,0,0,0,0.00%,0,0,0.00%,0,7,600,1,5,24,0,n/a,1,0,7,0,0,20,16,0,7,1,0,0,n/a,14,67,28,1,2.31%,5,0.00%,0,0,80,1
com.naman14.timber.utils.TimberUtils.getAlbumArtForFile(String),0,0,0,3,0,0,0,0,0,0.00%,0,0,0.00%,0,4,126,1,3,10,0,n/a,1,0,5,0,0,10,9,0,5,1,0,0,n/a,9,35,16,1,1.65%,3,0.00%,0,0,31,1
com.naman14.timber.utils.TimberUtils.getAlbumArtUri(long),0,0,0,2,38,38,0,0,0,0.00%,0,0,0.00%,0,3,72,1,1,8,0,n/a,1,0,3,0,0,8,8,0,3,1,0,0,n/a,6,27,12,1,0.99%,1,0.00%,0,0,24,1
com.naman14.timber.utils.TimberUtils.getBlackWhiteColor(int),0,0,0,3,9,9,0,0,0,25.00%,0,2,0.00%,1,8,"1,155",2,3,31,1,n/a,1,0,6,0,0,30,24,1,6,1,0,0,n/a,16,99,42,2,1.98%,4,0.00%,0,0,137,2
com.naman14.timber.utils.TimberUtils.getIPAddress(boolean),0,0,0,11,1,1,0,0,1,46.67%,2,28,8.00%,7,17,"4,637",7,8,51,3,n/a,7,0,25,2,2,53,32,6,24,1,0,0,n/a,48,196,104,3,8.25%,15,4.17%,0,0,265,9
"com.naman14.timber.utils.TimberUtils.getSongCountForPlaylist(Context, long)",0,0,0,6,1,1,0,0,0,22.22%,0,3,0.00%,2,15,"2,613",2,7,40,2,n/a,3,0,15,0,0,38,24,2,15,2,0,1,n/a,30,131,60,2,4.95%,9,0.00%,0,0,174,3
"com.naman14.timber.utils.TimberUtils.getSongUri(Context, long)",0,0,0,12,2,2,0,0,1,13.33%,0,2,0.00%,2,18,"4,986",2,13,61,1,n/a,2,0,24,0,0,53,36,1,24,2,0,1,n/a,37,179,76,3,7.92%,15,0.00%,0,0,274,3
com.naman14.timber.utils.TimberUtils.hasEffectsPanel(Activity),0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,4,233,1,2,12,0,n/a,1,0,5,0,0,14,13,0,5,1,0,1,n/a,8,46,19,1,1.65%,2,0.00%,0,0,51,1
com.naman14.timber.utils.TimberUtils.isJellyBean(),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,7,0,n/a,1,0,3,0,0,7,7,0,3,0,0,0,n/a,5,24,11,1,0.99%,1,0.00%,0,0,19,1
com.naman14.timber.utils.TimberUtils.isJellyBeanMR1(),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,7,0,n/a,1,0,3,0,0,7,7,0,3,0,0,0,n/a,5,24,11,1,0.99%,1,0.00%,0,0,19,1
com.naman14.timber.utils.TimberUtils.isJellyBeanMR2(),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,7,0,n/a,1,0,3,0,0,7,7,0,3,0,0,0,n/a,5,24,11,1,0.99%,1,0.00%,0,0,19,1
com.naman14.timber.utils.TimberUtils.isLollipop(),0,0,0,0,12,12,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,7,0,n/a,1,0,3,0,0,7,7,0,3,0,0,0,n/a,5,24,11,1,0.99%,1,0.00%,0,0,19,1
com.naman14.timber.utils.TimberUtils.isMarshmallow(),0,0,0,0,3,3,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,7,0,n/a,1,0,3,0,0,7,7,0,3,0,0,0,n/a,5,24,11,1,0.99%,1,0.00%,0,0,19,1
com.naman14.timber.utils.TimberUtils.isOreo(),0,0,0,0,2,2,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,7,0,n/a,1,0,3,0,0,7,7,0,3,0,0,0,n/a,5,24,11,1,0.99%,1,0.00%,0,0,19,1
"com.naman14.timber.utils.TimberUtils.makeCombinedString(Context, String, String)",0,0,0,3,3,3,0,0,0,0.00%,0,0,0.00%,0,3,200,1,2,14,0,n/a,1,0,5,0,0,16,12,0,5,3,0,0,n/a,7,52,21,1,1.65%,2,0.00%,0,0,57,1
"com.naman14.timber.utils.TimberUtils.makeLabel(Context, int, int)",0,0,0,2,11,11,0,0,0,0.00%,0,0,0.00%,0,4,232,1,1,8,0,n/a,1,0,4,0,0,15,10,0,4,3,0,0,n/a,7,48,19,1,1.32%,1,0.00%,0,0,49,1
"com.naman14.timber.utils.TimberUtils.makeShortTimeString(Context, long)",0,0,0,3,9,9,0,0,0,0.00%,0,1,0.00%,0,9,"1,354",1,7,38,0,n/a,1,0,10,0,0,33,20,0,10,2,0,0,n/a,20,110,46,1,3.30%,7,0.00%,0,0,142,2
"com.naman14.timber.utils.TimberUtils.removeFromPlaylist(Context, long, long)",0,0,0,4,1,1,0,0,0,0.00%,0,0,0.00%,0,5,560,1,3,22,0,n/a,1,0,8,0,0,24,19,0,8,3,0,0,n/a,10,77,30,1,2.64%,3,0.00%,0,0,101,1
"com.naman14.timber.utils.TimberUtils.shareTrack(Context, long)",0,0,0,7,4,4,0,0,1,16.67%,0,1,0.00%,1,9,"1,073",1,5,27,0,n/a,2,0,10,0,0,25,22,1,10,2,0,0,n/a,17,84,36,1,3.30%,6,0.00%,0,0,111,2
"com.naman14.timber.utils.TimberUtils.showDeleteDialog(Context, String, long[], BaseQueueAdapter, int)",0,0,0,16,1,1,0,0,0,0.00%,0,0,0.00%,0,15,"3,598",1,6,48,0,n/a,1,0,23,0,0,47,31,2,23,5,0,0,n/a,23,149,56,1,7.59%,6,0.00%,0,0,232,1
"com.naman14.timber.utils.TimberUtils.showDeleteDialog(Context, String, long[], BaseSongAdapter, int)",0,0,0,16,3,3,0,0,0,0.00%,0,0,0.00%,0,15,"3,598",1,6,48,0,n/a,1,0,23,0,0,47,31,2,23,5,0,0,n/a,23,149,56,1,7.59%,6,0.00%,0,0,232,1
com.naman14.timber.widgets.BaseRecyclerView.BaseRecyclerView(Context),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,3,0,n/a,1,0,3,0,0,4,4,0,3,1,0,0,n/a,4,15,8,1,6.67%,1,0.00%,0,0,8,1
"com.naman14.timber.widgets.BaseRecyclerView.BaseRecyclerView(Context, AttributeSet)",0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,4,0,n/a,1,0,3,0,0,5,5,0,3,2,0,0,n/a,4,18,9,1,6.67%,1,0.00%,0,0,11,1
"com.naman14.timber.widgets.BaseRecyclerView.BaseRecyclerView(Context, AttributeSet, int)",0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,2,39,1,1,5,0,n/a,1,0,3,0,0,7,7,0,3,3,0,0,n/a,5,24,11,1,6.67%,1,0.00%,0,0,19,1
com.naman14.timber.widgets.BaseRecyclerView.setAdapter(Adapter),0,0,0,3,19,19,0,0,0,25.00%,0,1,0.00%,1,8,387,1,3,14,1,n/a,2,0,8,0,0,14,11,1,8,1,0,1,0,16,51,26,1,17.78%,4,0.00%,0,0,48,2
"com.naman14.timber.widgets.BaseRecyclerView.setEmptyView(Context, View, String)",0,0,0,9,4,4,0,2,0,0.00%,0,0,0.00%,0,10,"1,179",1,4,43,0,n/a,1,0,9,0,0,26,20,0,9,3,0,0,0,16,84,33,1,20.00%,4,0.00%,0,0,112,1
com.naman14.timber.widgets.BubbleTextGetter.getTextToShowInBubble(int),n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,0,n/a,0.00%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,33.33%,n/a,0.00%,0,0,n/a,n/a
com.naman14.timber.widgets.CircleImageView.CircleImageView(Context),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,23,1,2,5,0,n/a,1,0,4,0,0,5,5,0,4,1,0,0,n/a,6,19,10,1,1.89%,2,0.00%,0,0,11,1
"com.naman14.timber.widgets.CircleImageView.CircleImageView(Context, AttributeSet)",0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,1,23,1,1,5,0,n/a,1,0,3,0,0,6,6,0,3,2,0,0,n/a,4,21,10,1,1.42%,1,0.00%,0,0,15,1
"com.naman14.timber.widgets.CircleImageView.CircleImageView(Context, AttributeSet, int)",0,0,0,7,1,1,0,0,0,0.00%,0,0,0.00%,0,7,"1,007",1,7,46,0,n/a,1,0,9,0,0,31,25,0,9,3,0,0,n/a,16,102,41,1,4.25%,7,0.00%,0,0,143,1
com.naman14.timber.widgets.CircleImageView.getBitmapFromDrawable(Drawable),0,0,0,10,3,3,0,3,1,28.57%,0,5,0.00%,4,29,"6,413",3,10,52,1,n/a,3,0,22,0,0,48,24,2,22,1,0,1,n/a,51,168,78,4,10.38%,14,0.00%,0,0,220,5
com.naman14.timber.widgets.CircleImageView.getBorderColor(),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,1.42%,1,0.00%,0,0,8,1
com.naman14.timber.widgets.CircleImageView.getBorderWidth(),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,1.42%,1,0.00%,0,0,8,1
com.naman14.timber.widgets.CircleImageView.getScaleType(),0,0,0,0,1,0,0,0,0,0.00%,0,0,0.00%,0,1,4,1,1,1,0,n/a,1,0,4,0,0,3,3,0,4,0,0,0,0,4,12,7,1,1.89%,1,0.00%,0,0,4,1
com.naman14.timber.widgets.CircleImageView.init(),0,0,0,2,2,2,0,0,0,20.00%,0,1,0.00%,1,3,149,1,4,13,1,n/a,2,0,8,0,0,12,11,1,8,0,0,0,n/a,12,46,25,1,3.77%,5,0.00%,0,0,41,2
com.naman14.timber.widgets.CircleImageView.isBorderOverlay(),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,1.42%,1,0.00%,0,0,8,1
com.naman14.timber.widgets.CircleImageView.onDraw(Canvas),0,0,0,7,3,3,0,0,0,40.00%,0,2,0.00%,2,7,"1,064",2,3,33,1,n/a,2,0,10,0,0,31,20,1,10,1,0,1,0,18,105,47,2,4.72%,5,0.00%,0,0,133,3
"com.naman14.timber.widgets.CircleImageView.onSizeChanged(int, int, int, int)",0,0,0,2,3,3,0,0,0,0.00%,0,0,0.00%,0,3,129,1,2,9,0,n/a,1,0,5,0,0,13,10,0,5,4,0,0,0,7,43,18,1,2.36%,2,0.00%,0,0,43,1
com.naman14.timber.widgets.CircleImageView.setAdjustViewBounds(boolean),0,0,0,1,0,0,0,0,0,50.00%,0,1,0.00%,1,3,72,2,1,3,1,n/a,1,0,6,0,0,8,8,1,6,1,0,0,0,9,31,18,1,2.83%,2,0.00%,0,0,24,2
com.naman14.timber.widgets.CircleImageView.setBorderColor(int),0,0,0,2,1,1,0,0,0,20.00%,0,1,0.00%,1,8,387,2,4,12,1,n/a,1,0,8,0,0,14,11,1,8,1,0,0,0,17,52,27,2,3.77%,5,0.00%,0,0,48,2
com.naman14.timber.widgets.CircleImageView.setBorderColorResource(int),0,0,0,3,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,8,0,n/a,1,0,3,0,0,7,7,0,3,1,0,0,0,6,24,11,1,1.42%,1,0.00%,0,0,19,1
com.naman14.timber.widgets.CircleImageView.setBorderOverlay(boolean),0,0,0,1,0,0,0,0,0,25.00%,0,1,0.00%,1,7,244,2,3,8,1,n/a,1,0,7,0,0,11,9,1,7,1,0,0,0,15,42,23,2,3.30%,4,0.00%,0,0,34,2
com.naman14.timber.widgets.CircleImageView.setBorderWidth(int),0,0,0,1,0,0,0,0,0,25.00%,0,1,0.00%,1,7,244,2,3,8,1,n/a,1,0,7,0,0,11,9,1,7,1,0,0,0,15,42,23,2,3.30%,4,0.00%,0,0,34,2
com.naman14.timber.widgets.CircleImageView.setColorFilter(ColorFilter),0,0,0,2,0,0,0,0,0,20.00%,0,1,0.00%,1,7,302,2,4,12,1,n/a,1,0,9,0,0,13,10,1,9,1,0,0,0,16,49,26,2,4.25%,5,0.00%,0,0,43,2
com.naman14.timber.widgets.CircleImageView.setImageBitmap(Bitmap),0,0,0,2,2,1,0,0,0,0.00%,0,0,0.00%,0,3,84,1,3,9,0,n/a,1,0,6,0,0,8,7,0,6,1,0,0,0,8,29,14,1,2.83%,3,0.00%,0,0,22,1
com.naman14.timber.widgets.CircleImageView.setImageDrawable(Drawable),0,0,0,3,24,23,0,0,0,0.00%,0,0,0.00%,0,4,121,1,3,11,0,n/a,1,0,6,0,0,9,8,0,6,1,0,0,0,9,32,15,1,2.83%,3,0.00%,0,0,26,1
com.naman14.timber.widgets.CircleImageView.setImageResource(int),0,0,0,4,7,7,0,0,0,0.00%,0,0,0.00%,0,4,132,1,3,12,0,n/a,1,0,6,0,0,10,10,0,6,1,0,0,0,9,35,16,1,2.83%,3,0.00%,0,0,33,1
com.naman14.timber.widgets.CircleImageView.setImageURI(Uri),0,0,0,4,2,2,0,0,0,0.00%,0,0,0.00%,0,3,99,1,3,12,0,n/a,1,0,6,0,0,9,9,0,6,1,0,0,0,8,32,15,1,2.83%,3,0.00%,0,0,28,1
com.naman14.timber.widgets.CircleImageView.setScaleType(ScaleType),0,0,0,2,1,1,0,0,0,50.00%,0,1,0.00%,1,4,170,2,1,9,1,n/a,2,0,6,0,0,11,10,1,6,1,0,0,0,10,40,21,1,2.83%,2,0.00%,0,0,36,2
com.naman14.timber.widgets.CircleImageView.setup(),0,0,0,22,8,8,0,0,0,13.64%,0,3,0.00%,3,28,"13,286",3,19,114,1,n/a,2,0,27,0,0,84,47,1,27,0,0,1,n/a,58,283,120,3,12.74%,22,0.00%,0,0,466,4
com.naman14.timber.widgets.CircleImageView.updateShaderMatrix(),0,0,0,10,1,1,0,4,0,8.33%,0,2,0.00%,1,24,"9,021",1,11,85,1,n/a,2,0,16,0,0,74,30,1,16,0,0,0,n/a,40,239,94,1,7.55%,12,0.00%,0,0,363,2
com.naman14.timber.widgets.CircularSeekBar.CircularSeekBar(Context),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,39,1,2,7,0,n/a,1,0,4,0,0,7,7,0,4,1,0,0,n/a,6,25,12,1,0.44%,2,0.00%,0,0,19,1
"com.naman14.timber.widgets.CircularSeekBar.CircularSeekBar(Context, AttributeSet)",0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,59,1,2,8,0,n/a,1,0,4,0,0,8,7,0,4,2,0,0,n/a,6,28,13,1,0.44%,2,0.00%,0,0,22,1
"com.naman14.timber.widgets.CircularSeekBar.CircularSeekBar(Context, AttributeSet, int)",0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,4,125,1,2,9,0,n/a,1,0,4,0,0,10,8,0,4,3,0,0,n/a,8,34,15,1,0.44%,2,0.00%,0,0,30,1
"com.naman14.timber.widgets.CircularSeekBar.OnCircularSeekBarChangeListener.onProgressChanged(CircularSeekBar, int, boolean)",n/a,n/a,n/a,n/a,6,6,0,n/a,n/a,n/a,0,n/a,0.00%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,3,0,n/a,n/a,n/a,n/a,n/a,n/a,12.50%,n/a,0.00%,0,0,n/a,n/a
com.naman14.timber.widgets.CircularSeekBar.OnCircularSeekBarChangeListener.onStartTrackingTouch(CircularSeekBar),n/a,n/a,n/a,n/a,2,2,0,n/a,n/a,n/a,0,n/a,0.00%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,12.50%,n/a,0.00%,0,0,n/a,n/a
com.naman14.timber.widgets.CircularSeekBar.OnCircularSeekBarChangeListener.onStopTrackingTouch(CircularSeekBar),n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,0,n/a,0.00%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,12.50%,n/a,0.00%,0,0,n/a,n/a
com.naman14.timber.widgets.CircularSeekBar.calculatePointerAngle(),0,0,0,0,1,1,0,2,0,0.00%,4,0,44.44%,0,4,308,1,3,19,0,n/a,1,4,9,0,0,18,14,0,5,0,0,0,n/a,9,59,24,1,0.99%,3,80.00%,0,0,68,1
